Valores em fileira de: Balan�a, Temperatura, Press�o e Velocidade

-0.044;35.50;-0.98;0.00
-0.128;35.50;-1.62;0.00
-0.121;35.50;-1.91;0.00
-0.389;35.50;-2.86;0.00
-0.543;34.30;-3.03;0.00
-0.765;34.30;-4.99;0.00
-0.832;34.30;-7.09;0.00
-0.941;34.30;-8.21;0.00
-0.986;33.80;-10.62;0.00
-1.096;33.80;-12.27;0.00
-1.313;33.80;-16.46;0.00
-1.430;33.80;-14.78;0.00
-1.438;33.40;-19.12;0.00
-1.671;33.40;-22.25;0.00
-1.770;33.40;-25.51;0.00
-1.859;33.40;-22.53;0.00
-2.019;33.10;-29.29;0.00
-2.093;33.10;-33.52;0.00
-2.271;33.10;-37.22;0.00
-2.426;33.10;-36.01;0.00
-2.349;33.00;-34.99;0.00
-2.955;33.00;-39.46;0.00
-3.144;33.00;-43.92;0.00
-3.232;33.00;-50.00;0.00
-3.168;32.90;-44.91;0.00
-3.366;32.90;-48.09;0.00
-3.478;32.90;-54.20;0.00
-3.579;32.90;-59.19;0.00
-3.965;32.80;-59.03;0.00
-4.103;32.80;-63.86;0.00
-4.075;32.80;-67.07;0.00
-4.248;32.80;-69.50;0.00
-4.422;32.70;-72.21;0.00
-4.462;32.70;-69.86;0.00
-4.495;32.70;-70.03;0.00
-4.177;32.70;-75.93;0.00
-4.376;32.50;-64.70;0.00
-4.243;32.50;-67.44;0.00
-3.728;32.50;-60.81;0.00
-3.474;32.50;-10000000.00;0.00
-7.348;32.30;-10000000.00;0.00
-7.077;nan;-34.41;0.00
-7.234;nan;-24.75;0.00
-7.061;nan;-23.25;0.00
-6.979;32.00;-15.29;0.00
2487W
1220rpm

